first,last,team,cost,total_points,goals_scored,assists,clean_sheets,minutes,popularity,play_chance,full_name,goals_per_90,assists_per_90,points_per_million,is_playing_next
Carlos Miguel,dos Santos Pereira,16,4.1,0,0,0,0,0,0.1,100.0,Carlos Miguel dos Santos Pereira,0.0,0.0,0.0,True
Eric,da Silva Moreira,16,4.3,2,0,0,0,28,0.1,,Eric da Silva Moreira,0.0,0.0,0.46511617090321605,True
Danilo,dos Santos de Oliveira,16,4.7,11,0,0,1,271,0.0,100.0,Danilo dos Santos de Oliveira,0.0,0.0,2.3404250339521204,True
Emmanuel,Dennis,16,4.9,0,0,0,0,0,0.2,0.0,Emmanuel Dennis,0.0,0.0,0.0,False
Nicolás,Domínguez,16,4.8,52,0,1,7,1887,0.0,100.0,Nicolás Domínguez,0.0,0.04769475130231711,10.83333107638936,True
Anthony,Elanga,16,5.5,151,6,11,12,2406,10.2,100.0,Anthony Elanga,0.22443889434767225,0.4114713063040658,27.454540462810826,True
Morgan,Gibbs-White,16,6.5,152,7,11,13,2715,7.0,100.0,Morgan Gibbs-White,0.23204419120295497,0.3646408718903578,23.384611786982802,True
Callum,Hudson-Odoi,16,5.1,102,5,3,11,2157,1.2,50.0,Callum Hudson-Odoi,0.20862307891697862,0.1251738473501872,19.999996078432144,False
Alex,Mighten,16,4.5,0,0,0,0,0,0.0,0.0,Alex Mighten,0.0,0.0,0.0,False
Murillo,Santiago Costa dos Santos,16,4.8,128,2,0,12,3098,4.4,75.0,Murillo Santiago Costa dos Santos,0.05810199960323436,0.0,26.66666111111227,False
Neco,Williams,16,4.5,107,1,3,10,2498,4.2,,Neco Williams,0.03602882176037071,0.10808646528111213,23.777772493828333,True
Omar,Richards,16,4.5,0,0,0,0,0,0.0,0.0,Omar Richards,0.0,0.0,0.0,False
Lewis,O'Brien,16,5.0,0,0,0,0,0,0.0,0.0,Lewis O'Brien,0.0,0.0,0.0,False
Andrew,Omobamidele,16,4.2,0,0,0,0,0,0.0,0.0,Andrew Omobamidele,0.0,0.0,0.0,False
Jonathan,Panzo,16,4.0,0,0,0,0,0,0.0,0.0,Jonathan Panzo,0.0,0.0,0.0,False
Ibrahim,Sangaré,16,4.3,19,0,1,2,528,1.2,100.0,Ibrahim Sangaré,0.0,0.17045451639979836,4.418603623580553,True
Matz,Sels,16,5.2,148,0,1,13,3330,20.7,100.0,Matz Sels,0.0,0.027027026296566857,28.46153298816673,True
Harry,Toffolo,16,4.2,4,0,0,0,135,0.1,,Harry Toffolo,0.0,0.0,0.9523807256236367,True
Hwang,Ui-jo,16,4.5,0,0,0,0,0,0.8,0.0,Hwang Ui-jo,0.0,0.0,0.0,False
Chris,Wood,16,7.2,198,20,3,15,2868,31.8,100.0,Chris Wood,0.6276150430664735,0.09414225645997103,27.499996180556085,True
Joe,Worrall,16,4.5,0,0,0,0,0,0.0,0.0,Joe Worrall,0.0,0.0,0.0,False
Ryan,Yates,16,4.8,66,2,2,6,1879,0.1,100.0,Ryan Yates,0.09579563138818158,0.09579563138818158,13.749997135417264,True
Nikola,Milenković,16,5.2,143,5,2,13,3240,18.2,,Nikola Milenković,0.1388888850308643,0.05555555401234573,27.499994711539475,True
João Pedro,Ferreira Silva,16,5.9,51,3,2,1,828,0.1,100.0,João Pedro Ferreira Silva,0.32608692107750864,0.21739128071833907,8.64406633151418,True
Ramón,Sosa,16,5.5,25,1,0,1,280,0.1,,Ramón Sosa,0.3214284681122781,0.0,4.545453719008415,True
Felipe,Rodrigues da Silva,16,4.5,36,0,0,3,891,0.1,,Felipe Rodrigues da Silva,0.0,0.0,7.999998222222617,True
Zach,Abbott,16,4.0,0,0,0,0,0,0.0,,Zach Abbott,0.0,0.0,0.0,True
Wayne,Hennessey,16,4.0,0,0,0,0,0,0.0,,Wayne Hennessey,0.0,0.0,0.0,True
Nuno Herlander,Simões Espírito Santo,16,1.1,78,0,0,0,0,6.3,,Nuno Herlander Simões Espírito Santo,0.0,0.0,70.9090264463396,True
Aaron,Ramsdale,17,4.4,94,0,0,3,2610,1.4,100.0,Aaron Ramsdale,0.0,0.0,21.363631508265563,True
Cameron,Archer,17,4.8,56,2,0,2,1410,1.1,,Cameron Archer,0.12765956631960215,0.0,11.666664236111618,True
Lesley,Ugochukwu,17,4.4,45,1,1,1,1567,0.3,100.0,Lesley Ugochukwu,0.05743458508671814,0.05743458508671814,10.227270402893089,True
Ryan,Fraser,17,4.8,7,0,0,0,303,0.0,100.0,Ryan Fraser,0.0,0.0,1.4583330295139523,True
Samuel,Amo-Ameyaw,17,4.4,1,0,0,0,26,0.1,0.0,Samuel Amo-Ameyaw,0.0,0.0,0.22727267561984643,False
Joe,Aribo,17,4.9,72,3,0,1,2007,0.1,,Joe Aribo,0.13452914194936583,0.0,14.693874552270499,True
Adam,Armstrong,17,5.1,45,2,3,2,1246,0.5,0.0,Adam Armstrong,0.14446226885906566,0.21669340328859849,8.82352768166124,False
Gavin,Bazunu,17,4.3,0,0,0,0,0,0.1,0.0,Gavin Bazunu,0.0,0.0,0.0,False
Jan,Bednarek,17,4.0,60,2,0,3,2531,2.0,100.0,Jan Bednarek,0.07111813259556225,0.0,14.999996250000937,True
Armel,Bella-Kotchap,17,3.9,2,0,0,0,329,0.4,,Armel Bella-Kotchap,0.0,0.0,0.5128203813281074,True
James,Bree,17,3.9,23,0,1,1,1070,0.3,100.0,James Bree,0.0,0.08411214245785718,5.897434385273234,True
Shea,Charles,17,4.5,0,0,0,0,0,0.0,0.0,Shea Charles,0.0,0.0,0.0,False
Samuel,Edozie,17,4.9,1,0,0,0,64,0.0,0.0,Samuel Edozie,0.0,0.0,0.20408159100375692,False
Ronnie,Edwards,17,3.9,1,0,0,0,12,0.2,0.0,Ronnie Edwards,0.0,0.0,0.2564101906640537,False
Taylor,Harwood-Bellis,17,3.9,55,1,0,3,2824,4.3,100.0,Taylor Harwood-Bellis,0.031869687369592115,0.0,14.102560486522952,True
Kamaldeen,Sulemana,17,5.0,51,1,2,3,1316,0.0,100.0,Kamaldeen Sulemana,0.06838905307369698,0.13677810614739397,10.199997960000408,True
Adam,Lallana,17,5.0,17,0,2,0,352,0.0,100.0,Adam Lallana,0.0,0.5113635056172855,3.399999320000136,True
Juan,Larios López,17,3.9,0,0,0,0,0,0.1,100.0,Juan Larios López,0.0,0.0,0.0,True
Mateusz,Lis,17,4.0,0,0,0,0,0,0.1,0.0,Mateusz Lis,0.0,0.0,0.0,False
Joe,Lumley,17,4.0,8,0,0,0,270,0.4,,Joe Lumley,0.0,0.0,1.999999500000125,True
Ryan,Manning,17,4.3,34,0,2,1,1458,0.1,100.0,Ryan Manning,0.0,0.12345678250266774,7.906974905354673,True
Sékou,Mara,17,5.0,0,0,0,0,0,0.0,0.0,Sékou Mara,0.0,0.0,0.0,False
Alex,McCarthy,17,4.2,12,0,0,0,450,0.1,,Alex McCarthy,0.0,0.0,2.85714217687091,True
Paul,Onuachu,17,4.9,50,4,1,1,1018,0.3,100.0,Paul Onuachu,0.35363454633879254,0.08840863658469814,10.204079550187846,True
Will,Smallbone,17,5.0,25,1,0,0,668,0.0,100.0,Will Smallbone,0.13473052076984002,0.0,4.9999990000002,True
Jack,Stephens,17,4.0,31,1,0,2,1389,0.3,100.0,Jack Stephens,0.06479481221631886,0.0,7.7499980625004845,True
Ross,Stewart,17,4.4,11,0,0,1,313,1.7,100.0,Ross Stewart,0.0,0.0,2.4999994318183107,True
Sugawara,Yukinari,17,4.2,42,1,1,2,1458,0.1,100.0,Sugawara Yukinari,0.06172839125133387,0.06172839125133387,9.999997619048186,True
Charlie,Taylor,17,3.9,5,0,0,0,263,3.1,100.0,Charlie Taylor,0.0,0.0,1.2820509533202684,True
Kyle,Walker-Peters,17,4.2,54,0,3,2,2918,0.3,50.0,Kyle Walker-Peters,0.0,0.09252912668690151,12.857139795919096,False
Nathan,Wood-Gordon,17,3.9,13,0,0,1,681,1.0,100.0,Nathan Wood-Gordon,0.0,0.0,3.333332478632698,True
Maxwel,Cornet,17,4.7,1,0,0,0,71,0.0,0.0,Maxwel Cornet,0.0,0.0,0.2127659121774655,False
Flynn,Downes,17,4.7,46,1,0,4,2059,0.0,100.0,Flynn Downes,0.043710537186037714,0.0,9.787231960163412,True
Ben,Brereton Díaz,17,4.8,13,0,0,0,446,0.1,0.0,Ben Brereton Díaz,0.0,0.0,2.70833276909734,False
Tyler,Dibling,17,4.3,68,2,2,3,1863,1.4,100.0,Tyler Dibling,0.09661835282036943,0.09661835282036943,15.813949810709346,True
Mateus Gonçalo,Espanha Fernandes,17,5.0,89,2,3,5,2821,0.1,100.0,Mateus Gonçalo Espanha Fernandes,0.06380715854567733,0.09571073781851598,17.79999644000071,True
Joseph,O'Brien-Whitmarsh,17,4.5,0,0,0,0,0,0.0,0.0,Joseph O'Brien-Whitmarsh,0.0,0.0,0.0,False
Welington Damascena,Santos,17,4.0,13,0,0,1,388,0.0,,Welington Damascena Santos,0.0,0.0,3.2499991875002032,True
Joachim,Kayi-Sanda,17,4.0,1,0,0,0,8,0.0,,Joachim Kayi-Sanda,0.0,0.0,0.24999993750001562,True
Albert,Grønbæk,17,4.9,6,0,0,0,141,0.0,100.0,Albert Grønbæk,0.0,0.0,1.2244895460225416,True
Simon,Rusk,17,0.5,37,0,0,0,0,0.1,100.0,Simon Rusk,0.0,0.0,73.999852000296,True
Jay,Robinson,17,4.4,3,0,0,0,56,0.0,,Jay Robinson,0.0,0.0,0.6818180268595393,True
Dominic,Solanke-Mitchell,18,7.3,101,8,5,4,2134,4.6,100.0,Dominic Solanke-Mitchell,0.33739454996930196,0.21087159373081374,13.835614543066502,True
Ashley,Phillips,18,4.0,0,0,0,0,0,0.1,0.0,Ashley Phillips,0.0,0.0,0.0,False
Brandon,Austin,18,4.0,1,0,0,0,90,0.4,,Brandon Austin,0.0,0.0,0.24999993750001562,True
Rodrigo,Bentancur,18,4.9,48,2,0,3,1575,0.1,100.0,Rodrigo Bentancur,0.11428570775510241,0.0,9.795916368180333,True
Lucas,Bergvall,18,4.4,44,0,2,3,1200,0.8,0.0,Lucas Bergvall,0.0,0.14999998875000084,9.999997727273243,False
Yves,Bissouma,18,4.8,49,2,0,3,1372,0.2,100.0,Yves Bissouma,0.1311953266708605,0.0,10.208331206597665,True
Bryan,Gil Salvatierra,18,5.0,0,0,0,0,0,0.0,0.0,Bryan Gil Salvatierra,0.0,0.0,0.0,False
Ben,Davies,18,4.3,29,0,0,3,1305,0.2,100.0,Ben Davies,0.0,0.0,6.744184478096633,True
Alfie,Devine,18,4.5,0,0,0,0,0,0.0,0.0,Alfie Devine,0.0,0.0,0.0,False
Radu,Drăgușin,18,4.3,24,0,0,2,1250,0.1,0.0,Radu Drăgușin,0.0,0.0,5.581394050838593,False
Emerson,Leite de Souza Junior,18,4.5,0,0,0,0,0,0.0,0.0,Emerson Leite de Souza Junior,0.0,0.0,0.0,False
Fraser,Forster,18,4.3,19,0,0,1,630,0.3,,Fraser Forster,0.0,0.0,4.418603623580553,True
Archie,Gray,18,4.6,43,0,0,2,1660,0.2,100.0,Archie Gray,0.0,0.0,9.347824054820858,True
Pierre-Emile,Højbjerg,18,5.0,0,0,0,0,0,0.0,0.0,Pierre-Emile Højbjerg,0.0,0.0,0.0,False
Brennan,Johnson,18,6.2,135,11,6,2,2081,2.3,100.0,Brennan Johnson,0.47573280018454966,0.25949061828248166,21.77419003642096,True
Dejan,Kulusevski,18,6.2,117,7,4,6,2386,2.2,0.0,Dejan Kulusevski,0.2640402247428247,0.15088012842447124,18.8709646982315,False
Giovani,Lo Celso,18,4.9,0,0,0,0,0,0.0,0.0,Giovani Lo Celso,0.0,0.0,0.0,False
James,Maddison,18,7.4,133,9,8,6,1799,3.9,0.0,James Maddison,0.45025011644107255,0.40022232572539784,17.972970544193167,False
Pedro,Porro,18,5.2,99,2,6,6,2516,16.7,100.0,Pedro Porro,0.07154212780652165,0.21462638341956497,19.03845787721964,True
Sergio,Reguilón,18,4.1,2,0,0,0,194,0.2,,Sergio Reguilón,0.0,0.0,0.48780475907201,True
Richarlison,de Andrade,18,6.8,34,4,1,1,473,0.4,100.0,Richarlison de Andrade,0.7610992209324949,0.19027480523312373,4.99999926470599,True
Cristian,Romero,18,4.9,49,1,1,3,1416,3.5,100.0,Cristian Romero,0.06355931799411114,0.06355931799411114,9.999997959184089,True
Pape Matar,Sarr,18,4.7,70,3,2,2,1856,0.2,100.0,Pape Matar Sarr,0.1454741308767932,0.09698275391786214,14.893613852422584,True
Dane,Scarlett,18,4.4,6,0,1,0,31,0.7,0.0,Dane Scarlett,0.0,2.9032173777560004,1.3636360537190786,False
Manor,Solomon,18,5.4,0,0,0,0,0,0.0,0.0,Manor Solomon,0.0,0.0,0.0,False
Son,Heung-min,18,9.7,129,7,10,4,2106,4.1,100.0,Son Heung-min,0.29914528636131255,0.42735040908758937,13.298967701137352,True
Djed,Spence,18,4.4,51,1,2,3,1783,0.8,100.0,Djed Spence,0.050476722073524966,0.10095344414704993,11.590906456612167,True
Destiny,Udogie,18,4.8,43,0,1,2,1833,1.5,100.0,Destiny Udogie,0.0,0.049099833923085076,8.958331467014277,True
Micky,van de Ven,18,4.5,31,0,2,2,949,2.4,100.0,Micky van de Ven,0.0,0.18967332237028556,6.888887358025031,True
Alejo,Véliz,18,5.0,0,0,0,0,0,0.0,0.0,Alejo Véliz,0.0,0.0,0.0,False
Guglielmo,Vicario,18,4.8,65,0,0,4,2070,1.8,100.0,Guglielmo Vicario,0.0,0.0,13.541663845486699,True
Timo,Werner,18,6.2,34,0,3,1,504,0.1,100.0,Timo Werner,0.0,0.5357141900510375,5.48387008324676,True
Alfie,Whiteman,18,3.9,0,0,0,0,0,1.7,,Alfie Whiteman,0.0,0.0,0.0,True
Will,Lankshear,18,4.5,3,0,0,0,10,1.0,0.0,Will Lankshear,0.0,0.0,0.6666665185185514,False
Mikey,Moore,18,4.5,19,0,2,0,359,0.2,100.0,Mikey Moore,0.0,0.5013926319628499,4.222221283950826,True
Wilson,Odobert,18,5.3,33,1,0,1,798,0.0,100.0,Wilson Odobert,0.11278194216745013,0.0,6.226413919544544,True
Callum,Olusesi,18,4.5,0,0,0,0,0,0.0,,Callum Olusesi,0.0,0.0,0.0,True
Malachi,Hardy,18,4.0,0,0,0,0,0,0.0,,Malachi Hardy,0.0,0.0,0.0,True
Luca,Williams-Barnett,18,4.5,0,0,0,0,0,0.0,0.0,Luca Williams-Barnett,0.0,0.0,0.0,False
Alfie,Dorrington,18,4.0,1,0,0,0,13,0.0,0.0,Alfie Dorrington,0.0,0.0,0.24999993750001562,False
Maeson,King,18,4.0,0,0,0,0,0,0.0,,Maeson King,0.0,0.0,0.0,True
Antonín,Kinsky,18,4.1,17,0,0,1,540,0.1,,Antonín Kinsky,0.0,0.0,4.146340452112085,True
Min-Hyeok,Yang,18,4.5,0,0,0,0,0,0.0,0.0,Min-Hyeok Yang,0.0,0.0,0.0,False
Damola,Ajayi,18,4.5,0,0,0,0,0,0.0,,Damola Ajayi,0.0,0.0,0.0,True
Ange,Postecoglou,18,1.1,57,0,0,0,0,0.6,,Ange Postecoglou,0.0,0.0,51.81813471078662,True
Dante,Cassanova,18,4.0,0,0,0,0,0,0.0,,Dante Cassanova,0.0,0.0,0.0,True
Kevin,Danso,18,4.4,16,0,0,1,752,0.0,100.0,Kevin Danso,0.0,0.0,3.636362809917543,True
Mathys,Tel,18,5.8,37,2,1,2,826,0.1,,Mathys Tel,0.21791765180074016,0.10895882590037008,6.379309244946682,True
Evan,Ferguson,19,5.5,28,1,0,1,385,0.2,100.0,Evan Ferguson,0.2337661791195945,0.0,5.090908165289425,True
Aaron,Wan-Bissaka,19,4.4,113,2,5,6,3064,5.4,100.0,Aaron Wan-Bissaka,0.058746734566838744,0.14686683641709686,25.681812345042648,True
Edson,Álvarez Velázquez,19,5.0,38,0,1,3,1690,0.1,100.0,Edson Álvarez Velázquez,0.0,0.053254435033787476,7.599998480000304,True
Michail,Antonio,19,5.2,42,1,4,4,834,0.8,0.0,Michail Antonio,0.10791365741938949,0.43165462967755797,8.076921523668938,False
Alphonse,Areola,19,4.2,69,0,0,4,2259,7.0,100.0,Alphonse Areola,0.0,0.0,16.428567517007732,True
Jarrod,Bowen,19,7.8,180,12,10,8,2884,13.9,100.0,Jarrod Bowen,0.3744798773567306,0.3120665644639422,23.076920118343576,True
Vladimír,Coufal,19,4.1,26,0,0,2,1038,0.4,100.0,Vladimír Coufal,0.0,0.0,6.34146186793613,True
Aaron,Cresswell,19,3.9,35,0,0,3,817,1.7,100.0,Aaron Cresswell,0.0,0.0,8.974356673241878,True
George,Earthy,19,4.5,0,0,0,0,0,0.0,0.0,George Earthy,0.0,0.0,0.0,False
Emerson,Palmieri dos Santos,19,4.4,76,2,1,5,2108,0.6,100.0,Emerson Palmieri dos Santos,0.08538899066176037,0.04269449533088018,17.27272334710833,True
Łukasz,Fabiański,19,3.9,36,0,0,2,1070,10.2,100.0,Łukasz Fabiański,0.0,0.0,9.230766863905933,True
Wes,Foderingham,19,4.2,0,0,0,0,0,0.1,,Wes Foderingham,0.0,0.0,0.0,True
Danny,Ings,19,4.8,32,1,3,0,270,1.2,100.0,Danny Ings,0.33333322222225925,0.9999996666667778,6.666665277778067,True
Max,Kilman,19,4.3,81,0,1,6,3258,1.3,100.0,Max Kilman,0.0,0.027624308629162746,18.837204921580252,True
Mohammed,Kudus,19,6.2,99,4,4,7,2572,2.5,100.0,Mohammed Kudus,0.13996889090311035,0.13996889090311035,15.967739360042039,True
Luis Guilherme,Lira dos Santos,19,4.6,12,0,0,0,139,0.0,,Luis Guilherme Lira dos Santos,0.0,0.0,2.608695085066286,True
Lucas,Tolentino Coelho de Lima,19,5.7,79,4,1,4,2364,0.9,100.0,Lucas Tolentino Coelho de Lima,0.15228425816176683,0.03807106454044171,13.859646691290054,True
Konstantinos,Mavropanos,19,4.3,43,0,0,2,1945,0.1,100.0,Konstantinos Mavropanos,0.0,0.0,9.999997674419145,True
Nayef,Aguerd,19,4.4,0,0,0,0,0,0.0,0.0,Nayef Aguerd,0.0,0.0,0.0,False
Tomáš,Souček,19,4.8,124,9,2,7,2473,1.4,100.0,Tomáš Souček,0.3275373920427152,0.07278608712060337,25.83332795139001,True
James,Ward-Prowse,19,6.1,42,0,2,5,1354,0.5,100.0,James Ward-Prowse,0.0,0.13293942986370114,6.885244772910693,True
Kurt,Zouma,19,4.4,0,0,0,0,0,0.1,0.0,Kurt Zouma,0.0,0.0,0.0,False
Andy,Irving,19,4.7,9,0,0,0,161,0.0,,Andy Irving,0.0,0.0,1.9148932095971893,True
Crysencio,Summerville,19,5.5,33,1,1,2,776,0.3,0.0,Crysencio Summerville,0.11597936799208362,0.11597936799208362,5.999998909091107,False
Guido,Rodríguez,19,4.8,32,0,0,4,1136,0.1,100.0,Guido Rodríguez,0.0,0.0,6.666665277778067,True
Niclas,Füllkrug,19,6.7,40,3,2,2,711,0.8,100.0,Niclas Füllkrug,0.37974678737382433,0.2531645249158829,5.970148362664423,True
Jean-Clair,Todibo,19,4.2,52,0,0,5,1734,0.3,100.0,Jean-Clair Todibo,0.0,0.0,12.380949433107277,True
Kaelan,Casey,19,4.0,1,0,0,0,1,0.2,100.0,Kaelan Casey,0.0,0.0,0.24999993750001562,True
Carlos,Soler,19,5.0,47,1,1,2,1394,0.0,100.0,Carlos Soler,0.0645624061616811,0.0645624061616811,9.399998120000376,True
Ollie,Scarles,19,4.0,27,0,0,2,588,0.1,,Ollie Scarles,0.0,0.0,6.749998312500422,True
Ezra,Mayers,19,4.0,0,0,0,0,0,0.0,,Ezra Mayers,0.0,0.0,0.0,True
Lewis,Orford,19,4.5,2,0,0,0,47,0.0,,Lewis Orford,0.0,0.0,0.4444443456790343,True
Graham,Potter,19,0.5,75,0,0,0,0,2.4,,Graham Potter,0.0,0.0,149.9997000006,True
Sam,Johnstone,20,4.1,12,0,0,0,630,0.3,0.0,Sam Johnstone,0.0,0.0,2.9268285544320602,False
Rayan,Aït-Nouri,20,5.1,123,4,7,7,2958,15.6,100.0,Rayan Aït-Nouri,0.12170385025241835,0.2129817379417321,24.117642329874055,True
Boubacar,Traoré,20,4.8,1,0,0,0,1,0.0,100.0,Boubacar Traoré,0.0,0.0,0.2083332899305646,True
Jean-Ricner,Bellegarde,20,4.9,84,2,6,6,1573,0.2,100.0,Jean-Ricner Bellegarde,0.11443101697470341,0.3432930509241102,17.142853644315583,True
Daniel,Bentley,20,3.9,7,0,0,1,90,1.7,,Daniel Bentley,0.0,0.0,1.7948713346483758,True
Francisco Jorge,Tomás Oliveira,20,4.5,1,0,0,0,6,0.1,0.0,Francisco Jorge Tomás Oliveira,0.0,0.0,0.22222217283951715,False
Tawanda,Chirewa,20,4.5,0,0,0,0,0,0.0,0.0,Tawanda Chirewa,0.0,0.0,0.0,False
Leon,Chiwome,20,4.4,0,0,0,0,0,1.1,0.0,Leon Chiwome,0.0,0.0,0.0,False
Luke,Cundle,20,4.5,0,0,0,0,0,0.1,0.0,Luke Cundle,0.0,0.0,0.0,False
Matheus,Santos Carneiro Da Cunha,20,7.1,175,15,7,7,2483,14.1,100.0,Matheus Santos Carneiro Da Cunha,0.5436971208486746,0.25372532306271484,24.647883852410725,True
Craig,Dawson,20,4.2,17,0,1,1,969,0.1,100.0,Craig Dawson,0.0,0.0928792483393887,4.047618083900456,True
Matt,Doherty,20,4.3,73,2,1,6,2019,0.3,100.0,Matt Doherty,0.08915304208827449,0.04457652104413724,16.976740237967388,True
Tommy,Doyle,20,4.7,28,0,1,0,474,0.0,,Tommy Doyle,0.0,0.18987338166961107,5.957445540969033,True
Fábio,Silva,20,5.0,0,0,0,0,0,0.1,0.0,Fábio Silva,0.0,0.0,0.0,False
Nathan,Fraser,20,4.5,0,0,0,0,0,1.0,0.0,Nathan Fraser,0.0,0.0,0.0,False
Enso,González,20,4.4,0,0,0,0,0,0.0,0.0,Enso González,0.0,0.0,0.0,False
Gonçalo Manuel,Ganchinho Guedes,20,5.3,58,2,4,3,825,0.1,100.0,Gonçalo Manuel Ganchinho Guedes,0.2181817943801679,0.4363635887603358,10.943394161623743,True
Hugo,Bueno López,20,4.5,0,0,0,0,0,0.0,0.0,Hugo Bueno López,0.0,0.0,0.0,False
Hwang,Hee-chan,20,6.1,36,2,1,0,637,0.2,75.0,Hwang Hee-chan,0.28257452836466634,0.14128726418233317,5.901638376780594,False
Joe,Hodge,20,4.5,0,0,0,0,0,0.2,0.0,Joe Hodge,0.0,0.0,0.0,False
Ki-Jana,Hoever,20,4.0,0,0,0,0,0,0.1,0.0,Ki-Jana Hoever,0.0,0.0,0.0,False
João Victor,Gomes da Silva,20,4.9,85,3,1,6,2840,0.2,100.0,João Victor Gomes da Silva,0.09507041952241628,0.031690139840805424,17.34693523531934,True
José,Malheiro de Sá,20,4.4,89,0,0,7,2520,2.9,100.0,José Malheiro de Sá,0.0,0.0,20.227268130166333,True
Saša,Kalajdžić,20,4.8,0,0,0,0,0,0.0,0.0,Saša Kalajdžić,0.0,0.0,0.0,False
Tom,King,20,4.0,0,0,0,0,0,1.2,,Tom King,0.0,0.0,0.0,True
Mario,Lemina,20,4.8,47,1,3,1,1363,0.1,0.0,Mario Lemina,0.06603081001997586,0.1980924300599276,9.791664626736535,False
Yerson,Mosquera,20,3.8,3,0,0,0,441,0.7,0.0,Yerson Mosquera,0.0,0.0,0.7894734764543483,False
Nélson,Cabral Semedo,20,4.5,83,0,4,8,2754,0.6,100.0,Nélson Cabral Semedo,0.0,0.1307189499765049,18.444440345679922,True
Pedro,Cardoso de Lima,20,3.9,2,0,0,0,69,1.2,100.0,Pedro Cardoso de Lima,0.0,0.0,0.5128203813281074,True
Daniel,Castelo Podence,20,5.5,2,0,0,0,46,0.0,0.0,Daniel Castelo Podence,0.0,0.0,0.36363629752067317,False
Rodrigo,Martins Gomes,20,5.1,39,2,0,1,689,0.1,100.0,Rodrigo Martins Gomes,0.2612481516511848,0.0,7.647057324106408,True
Santiago,Bueno,20,4.3,51,0,0,5,1675,0.1,100.0,Santiago Bueno,0.0,0.0,11.86046235803201,True
Pablo,Sarabia,20,5.0,48,3,2,1,734,0.1,100.0,Pablo Sarabia,0.36784736634024123,0.24523157756016084,9.599998080000384,True
Jørgen,Strand Larsen,20,5.2,130,13,2,7,2496,2.9,100.0,Jørgen Strand Larsen,0.4687499830979573,0.07211538201507035,24.999995192308614,True
Toti António,Gomes,20,4.3,78,0,1,8,2433,0.3,100.0,Toti António Gomes,0.0,0.03699136731227987,18.139530665225426,True
Bastien,Meupiyou,20,3.9,0,0,0,0,0,0.2,100.0,Bastien Meupiyou,0.0,0.0,0.0,True
André,Trindade da Costa Neto,20,5.0,58,0,0,7,2337,0.0,100.0,André Trindade da Costa Neto,0.0,0.0,11.599997680000463,True
Carlos Roberto,Forbs Borges,20,5.4,9,0,0,0,236,0.0,100.0,Carlos Roberto Forbs Borges,0.0,0.0,1.6666663580247483,True
Alfie,Pond,20,3.9,1,0,0,0,1,0.7,,Alfie Pond,0.0,0.0,0.2564101906640537,True
Tom,Edozie,20,4.5,0,0,0,0,0,0.0,,Tom Edozie,0.0,0.0,0.0,True
Wes,Okoduwa,20,4.0,0,0,0,0,0,0.0,,Wes Okoduwa,0.0,0.0,0.0,True
Emmanuel,Agbadou,20,4.0,38,0,0,4,1230,0.4,100.0,Emmanuel Agbadou,0.0,0.0,9.499997625000594,True
Vítor Manuel,de Oliveira Lopes Pereira,20,0.8,100,0,0,0,0,2.2,,Vítor Manuel de Oliveira Lopes Pereira,0.0,0.0,124.9998437501953,True
Nasser,Djiga,20,4.5,4,0,0,0,20,0.0,,Nasser Djiga,0.0,0.0,0.8888886913580686,True
Marshall,Munetsi,20,5.0,40,1,2,5,968,0.1,100.0,Marshall Munetsi,0.09297519796718201,0.18595039593436402,7.99999840000032,True
Mateus,Mané,20,4.5,1,0,0,0,1,0.0,,Mateus Mané,0.0,0.0,0.22222217283951715,True
